id,equ_str,equ_prefix,sol_str,sol_prefix
173,2*x^3 - x*y' + y = 0,add add mul 2 pow x 3 mul mul -1 x y' y,x^2*(c/x + x) + x,add x mul pow x 2 add x div c x
174,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',x*(c - x) - x,add mul -1 x mul x sub c x
175,3*x^2*sin(3*x) + x*y' - y = 0,add add mul -1 y mul x y' mul mul 3 pow x 2 sin mul 3 x,c*x + x*(cos(3*x) + 3),add mul c x mul x add 3 cos mul 3 x
176,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,c/(20 - 5*x),div c add 20 mul -5 x
177,-2*x*ln(sin(3))*sin(3)^(x^2) + y' = 0,add mul mul mul -2 x pow sin 3 pow x 2 log sin 3 y',c + sin(3)^(x^2),add c pow sin 3 pow x 2
178,9*x^2 + y' - 13 = 0,add add -13 mul 9 pow x 2 y',c - 3*x*(x^2 - 4) + x,add add c x mul mul -3 x add -4 pow x 2
179,2*x - 5*y' - 15 = 0,add add -15 mul -5 y' mul 2 x,c + x^2/5 - 3*x,add add c mul -3 x mul div 1 5 pow x 2
180,x*y' + 8*x - 3*y = 0,add add mul -3 y mul 8 x mul x y',x*(c*x^2 + 4),mul x add 4 mul c pow x 2
181,x*ln(x)*y' + x - y*ln(x) - y + 23*ln(x) + 23 = 0,add add add sub add 23 x y mul 23 log x mul mul -1 y log x mul mul x y' log x,c*x*ln(x) + x + 23,add add 23 x mul mul c x log x
182,x^2*y' + 80 = 0,add 80 mul pow x 2 y',c - 16*(-x - 5)/x,add c mul div -16 x sub -5 x
183,x*y' + 1 = 0,add 1 mul x y',ln(c/x) + 1,add 1 log div c x
184,x*y' + y - 5*y' = 0,add add mul -5 y' mul x y' y,c/(25 - 5*x),div c add 25 mul -5 x
185,x^2 + x*y' - y + sin(4) = 0,add add sub pow x 2 y mul x y' sin 4,-x*(c + x) + x + sin(4),add add x mul mul -1 x add c x sin 4
186,(5*x)^x*(ln(5*x) + 1) + y' - 1 = 0,add add -1 mul pow mul 5 x x add 1 log mul 5 x y',c + x - (5*x)^x,sub add c x pow mul 5 x x
187,21*x^2*y' + 1 = 0,add 1 mul mul 21 pow x 2 y',(c*x + x/3 + 1/21)/x,mul pow x -1 add add div 1 21 mul div 1 3 x mul c x
188,-y*ln(2) + y' + 4*ln(2) = 0,add add mul 4 log 2 mul mul -1 y log 2 y',2^(c + x) + 4,add 4 pow 2 add c x
189,x*y' + 4*y + 20 = 0,add add 20 mul 4 y mul x y',c/x^4 - 5,add -5 mul c pow x -4
190,(2*x - 1)*cos(x^2 - x) + y' = 0,add mul add -1 mul 2 x cos sub pow x 2 x y',c - sin(x^2 - x),sub c sin sub pow x 2 x
191,x*y' - y + y' = 0,add add mul -1 y mul x y' y',c*(x^2 + x)/x,mul div c x add x pow x 2
192,2*x*y' - 2*y - 17 = 0,add add -17 mul -2 y mul mul 2 x y',c*x - 17/2,add div -17 2 mul c x
193,-2^x*ln(2) + 3*x^2 + y' - 1 = 0,add add add -1 mul 3 pow x 2 mul mul -1 pow 2 x log 2 y',2^x + c - x^3 + x,sub add add c x pow 2 x pow x 3
194,24*x + y' - 18 = 0,add add -18 mul 24 x y',c - 6*x*(2*x - 3),add c mul mul -6 x add -3 mul 2 x
195,16*x^x*(ln(x) + 1) + y' - 1 = 0,add add -1 mul mul 16 pow x x add 1 log x y',c + x - 16*x^x,add add c x mul -16 pow x x
196,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',c*x + x*(9 - x),add mul c x mul x sub 9 x
197,x*e^(x) + x*y' - y - e^(x) + 1 = 0,add add sub sub 1 exp x y mul x y' mul x exp x,(-x*(c*x + e^(x)) + x)/x,mul pow x -1 add x mul mul -1 x add mul c x exp x
198,2*x*y*ln(6) - y' = 0,add mul -1 y' mul mul mul 2 x y log 6,6^(c + x^2),pow 6 add c pow x 2
199,6*x^3 + x*y' - y - 6 = 0,add add sub -6 y mul 6 pow x 3 mul x y',-3*x*(c + x^2 + 2/x) + x,add x mul mul -3 x add add c pow x 2 div 2 x
200,x*y' - y + 81 = 0,add sub 81 y mul x y',c*x - x + 81,add sub 81 x mul c x
201,x*sin(x - 1) + y*sin(x - 1) - 3*sin(x - 1) + cos(x - 1)*y' + cos(x - 1) = 0,add add add add mul -3 sin add -1 x mul x sin add -1 x mul y' cos add -1 x mul y sin add -1 x cos add -1 x,c*cos(x - 1) - x + 3,add sub 3 x mul c cos add -1 x
202,x^2 - 3*x*y' + 3*y + 9 = 0,add add add 9 pow x 2 mul 3 y mul mul -3 x y',x*(c + x/3) + x - 3,add add -3 x mul x add c mul div 1 3 x
203,x^3 - 16*x*y' + 32*y = 0,add add pow x 3 mul 32 y mul mul -16 x y',x*(c*x + x^2/16 - x),mul x add add mul -1 x mul div 1 16 pow x 2 mul c x
204,-x*y' - y - 8 = 0,add sub -8 y mul mul -1 x y',-7 - (c + x)/x,add -7 mul div -1 x add c x
205,-8*sin(x - 1) + y' = 0,add mul -8 sin add -1 x y',c - 8*cos(x - 1),add c mul -8 cos add -1 x
206,x*y' - y*e^(4) + 4*e^(4) = 0,add add mul 4 exp 4 mul x y' mul mul -1 exp 4 y,c*x^e^(4) + 4,add 4 mul c pow x exp 4
207,-4*x*y + 25*x*y' - 25*y = 0,add add mul -25 y mul mul -4 x y mul mul 25 x y',4*x*e^(c + 4*x/25),mul mul 4 x exp add c mul div 4 25 x
208,x^3*cos(x - 2) - x*y' + 2*y = 0,add add mul 2 y mul pow x 3 cos add -2 x mul mul -1 x y',x^2*(c + sin(x - 2)),mul pow x 2 add c sin add -2 x
209,2*x*sin(x^2 - 2) + y' = 0,add mul mul 2 x sin add -2 pow x 2 y',c + cos(x^2 - 2),add c cos add -2 pow x 2
210,8*cos(x) + 5*y' + 10 = 0,add add 10 mul 5 y' mul 8 cos x,c - 2*x - 8*sin(x)/5,add add c mul -2 x mul div -8 5 sin x
211,x*y' + y*ln(y - 5) - 5*ln(y - 5) = 0,add add mul -5 log add -5 y mul x y' mul y log add -5 y,e^(c/x) + 5,add 5 exp div c x
212,30*y' - 19 = 0,add -19 mul 30 y',c + 19*x/30,add c mul div 19 30 x
213,(ln(x^3) + 3)*(x^3)^x + y' - 1 = 0,add add -1 mul pow pow x 3 x add 3 log pow x 3 y',c + x - (x^3)^x,sub add c x pow pow x 3 x
214,x*y' - y - sin(4) + 1 = 0,add sub sub 1 y sin 4 mul x y',c*x + x - sin(4) + 1,add sub add 1 x sin 4 mul c x
215,-32*y^2 + y' = 0,add mul -32 pow y 2 y',1/(c - 32*x),pow add c mul -32 x -1
216,y*ln(5) + 2*y' + 3*ln(5) = 0,add add mul 2 y' mul 3 log 5 mul y log 5,-5^(c - x/2) - 3,sub -3 pow 5 add c mul div -1 2 x
217,3^cos(x + 1)*x*ln(3)*sin(x + 1) + 3^cos(x + 1) - x*y' + y = 0,add add add pow 3 cos add 1 x mul mul -1 x y' mul mul mul x pow 3 cos add 1 x log 3 sin add 1 x y,-3^cos(x + 1) + c*x - x,add sub mul -1 x pow 3 cos add 1 x mul c x
218,-x*cos(x) + 3*x*y' - 3*y + sin(x) + 4 = 0,add add add add 4 mul -3 y mul mul -1 x cos x mul mul 3 x y' sin x,c*x + x + sin(x)/3 + 4/3,add add add div 4 3 x mul div 1 3 sin x mul c x
219,x*e^(x) + x*y' - y - e^(x) = 0,add add sub mul -1 exp x y mul x y' mul x exp x,c*x - 3*x - e^(x),add add mul -1 exp x mul -3 x mul c x
220,2*2^x*x*ln(2) - 2*2^x + 5*x*y' - 5*y = 0,add add add mul -5 y mul -2 pow 2 x mul mul 5 x y' mul mul mul 2 x pow 2 x log 2,-2*2^x/5 + c*x,add mul div -2 5 pow 2 x mul c x
221,7*x*y' + 7*y + y' = 0,add add mul 7 y mul mul 7 x y' y',c/(7*x + 1),div c add 1 mul 7 x
222,6*x*cos(x) + 5*y*cos(x) - 5*sin(x)*y' - 6*sin(x) = 0,add add add mul -6 sin x mul mul -5 y' sin x mul mul 5 cos x y mul mul 6 x cos x,c*sin(x) - 6*x/5,add mul div -6 5 x mul c sin x
223,-6*x + y' - 33 = 0,add add -33 mul -6 x y',c - 3*x*(-x - 11),add c mul mul -3 x sub -11 x
224,x^6*y^2 - x*y' + 5*y^2 - 5*y = 0,add add add mul -5 y mul 5 pow y 2 mul pow x 6 pow y 2 mul mul -1 x y',x/(-x^6*(c + x) + x),div x add x mul mul -1 pow x 6 add c x
225,2*x^x*y' + ln(x) + 1 = 0,add add 1 mul mul 2 pow x x y' log x,c + 1/(2*x^x),add c mul div 1 2 pow x mul -1 x
226,5*x*y' + 5*y - 11 = 0,add add -11 mul 5 y mul mul 5 x y',c/x + 11/5,add div 11 5 div c x
227,x*y' - y*ln(y - 5) + 5*ln(y - 5) = 0,add add mul 5 log add -5 y mul x y' mul mul -1 y log add -5 y,5^(c*x) + 5,add 5 pow 5 mul c x
228,3^(1 - x)*ln(3) + y' = 0,add mul pow 3 sub 1 x log 3 y',3^(1 - x) + c,add c pow 3 sub 1 x
229,x*y' - y + 48 = 0,add sub 48 y mul x y',c*x - 4*x + 48,add add 48 mul -4 x mul c x
230,x*y' + y + 2 = 0,add add 2 mul x y' y,1 + (c - 3*x)/x,add 1 mul pow x -1 add c mul -3 x
231,48*y' - 1 = 0,add -1 mul 48 y',c + x/48,add c mul div 1 48 x
232,5*x*y' - y + 4 = 0,add sub 4 y mul mul 5 x y',(c*x)^(1/5) + 4,add 4 pow mul c x div 1 5
233,e^(2)*y' - 1 + 2*e^(2) = 0,add add -1 mul 2 exp 2 mul y' exp 2,(-2 + e^(-2))*(c + x),mul add -2 exp -2 add c x
234,x^2 - 12*x*y' + 12*y = 0,add add pow x 2 mul 12 y mul mul -12 x y',x*(c + x/12),mul x add c mul div 1 12 x
235,-(x*(ln(x) + 1) + ln(x^x))*(x^x)^x + y' - 1 = 0,add add -1 mul mul -1 pow pow x x x add mul x add 1 log x log pow x x y',c + x + (x^x)^x,add add c x pow pow x x x
236,x*e^(x) + e^(x) + 5*y' + 5 = 0,add add add 5 mul 5 y' mul x exp x exp x,c - x*e^(x)/5 - x,add sub c x mul mul div -1 5 x exp x
237,8*x^2 - 4*x*y' + 4*y - 1 = 0,add add add -1 mul 4 y mul 8 pow x 2 mul mul -4 x y',2*x*(c + x) + 1/4,add div 1 4 mul mul 2 x add c x
238,(-2*x + y' - 1)*e^(-x^2 - x + y + 5) - 1 = 0,add -1 mul add add -1 mul -2 x y' exp add sub sub 5 x pow x 2 y,x^2 + x + ln(c + x) - 5,add add add -5 x pow x 2 log add c x
239,e^(2*y)*y' - 2 = 0,add -2 mul y' exp mul 2 y,ln(2*sqrt(c + x)),log mul 2 sqrt add c x
240,(-3/(4*x))^x*(ln(-3/(4*x)) - 1) + y' = 0,add mul pow div div -3 4 x x add -1 log div div -3 4 x y',c - (-3/(4*x))^x,sub c pow div div -3 4 x x
241,16*x^5 + x*y' - y = 0,add add mul -1 y mul 16 pow x 5 mul x y',x*(c - 4*x^4),mul x add c mul -4 pow x 4
242,-2*x*y*ln(cos(5)) + x*y' - y = 0,add add mul -1 y mul x y' mul mul mul -2 x y log cos 5,c*x*cos(5)^(2*x),mul mul c x pow cos 5 mul 2 x
243,4*x*ln(2) - 2*y*ln(2) + y' - 6*ln(2) - 2 = 0,add add add add -2 mul -6 log 2 mul mul -2 y log 2 mul mul 4 x log 2 y',4^(c + x) + 2*x - 3,add add -3 pow 4 add c x mul 2 x
244,x^2 - x*y' + y + 10 = 0,add add add 10 pow x 2 mul mul -1 x y' y,-x*(c - x) - x - 10,add sub -10 x mul mul -1 x sub c x
245,2*x*ln(2) - 2*y*ln(2) - y' - 12*ln(2) + 1 = 0,add add add sub 1 y' mul -12 log 2 mul mul -2 y log 2 mul mul 2 x log 2,4^(c - x) + x - 6,add add -6 x pow 4 sub c x
246,y*ln(3) + y' = 0,add mul y log 3 y',-3^(c - x),mul -1 pow 3 sub c x
247,x^2*y' - (-5)^cos(1) = 0,add mul -1 pow -5 cos 1 mul pow x 2 y',c - (-5)^cos(1)/x,add c div mul -1 pow -5 cos 1 x
248,x*y' - y*ln(-y/x) - y + y*ln(2) = 0,add add add mul -1 y mul x y' mul y log 2 mul mul -1 y log mul div -1 x y,-2*28^(c*x)*x,mul mul -2 x pow 28 mul c x
249,-x^x*(ln(x) + 1)*y - x^x*y' - 2*y' = 0,add add mul -2 y' mul mul -1 pow x x y' mul mul mul -1 pow x x add 1 log x y,c/(-x^x - 2),div c sub -2 pow x x
250,3*x^2 - x*y' + y = 0,add add mul 3 pow x 2 mul mul -1 x y' y,2*x^2 + x*(c + x) - x,add add mul -1 x mul 2 pow x 2 mul x add c x
251,x^2*y' + 6*sin(3 - 6/x) = 0,add mul 6 sin add 3 div -6 x mul pow x 2 y',c + cos(3*(x - 2)/x),add c cos mul div 3 x add -2 x
252,x + 8*y' = 0,add x mul 8 y',c - x^2/16,add c mul div -1 16 pow x 2
253,12*y' - 53 = 0,add -53 mul 12 y',c + 53*x/12,add c mul div 53 12 x
254,x^7 - x*y' + 6*y + 12 = 0,add add add 12 pow x 7 mul 6 y mul mul -1 x y',x^6*(c + x) - 2,add -2 mul pow x 6 add c x
255,x - y + y' - 1 = 0,add sub add -1 x y y',c*e^(x - 4) + x,add x mul c exp add -4 x
256,2*x - 2*sqrt(x^2 - x)*y' - 1 = 0,add add -1 mul 2 x mul mul -2 sqrt sub pow x 2 x y',c + sqrt(x*(x - 1)),add c sqrt mul x add -1 x
257,18*x^4 + 6*x*y' - 6*y + 1 = 0,add add add 1 mul -6 y mul 18 pow x 4 mul mul 6 x y',c*x - x^4 + 1/6,add sub div 1 6 pow x 4 mul c x
258,x*y' - y*ln(y - 3) + 3*ln(y - 3) = 0,add add mul 3 log add -3 y mul x y' mul mul -1 y log add -3 y,2^(c*x) + 3,add 3 pow 2 mul c x
259,x*y' - y + sin(2) + 2 = 0,add add sub 2 y mul x y' sin 2,c*x - 2*x + sin(2) + 2,add add add 2 mul -2 x mul c x sin 2
260,2*x^x*y' + 3*ln(x) + 3 = 0,add add 3 mul 3 log x mul mul 2 pow x x y',c + 3/(2*x^x),add c mul div 3 2 pow x mul -1 x
261,2*x + 6*y' - 3 = 0,add add -3 mul 2 x mul 6 y',c - x^2/6 + x/2,add add c mul div 1 2 x mul div -1 6 pow x 2
262,-4*e^(x) + y' = 0,add mul -4 exp x y',c + 4*e^(x),add c mul 4 exp x
263,4*x*ln(x) + 2*x - x^(2*x^2)*y' = 0,add add mul 2 x mul mul -1 pow x mul 2 pow x 2 y' mul mul 4 x log x,c - 1/x^(2*x^2),sub c pow x mul -2 pow x 2
264,2*x*y' + x - 4*y + 10 = 0,add add add 10 x mul -4 y mul mul 2 x y',c*x^2 + x/2 + 5/2,add add div 5 2 mul div 1 2 x mul c pow x 2
265,x*y' - 2*y + 4 = 0,add add 4 mul -2 y mul x y',-x*(c*x - x) + 2,add 2 mul mul -1 x add mul -1 x mul c x
266,6*x^3 - x*y' + 2*y - 4 = 0,add add add -4 mul 2 y mul 6 pow x 3 mul mul -1 x y',-3*x^2*(c - 2*x) + 2,add 2 mul mul -3 pow x 2 add c mul -2 x
267,5*x - 2*y' + 2 = 0,add add 2 mul -2 y' mul 5 x,c + 5*x^2/4 + x,add add c x mul div 5 4 pow x 2
268,x*y' - y + ln(3) = 0,add add mul -1 y mul x y' log 3,c*x + 3*x + ln(3),add add mul 3 x mul c x log 3
269,3*(x - 3)^2 + y' - 1 = 0,add add -1 mul 3 pow add -3 x 2 y',c + x - (x - 3)^3,sub add c x pow add -3 x 3
270,x*y' - y - 2 = 0,add sub -2 y mul x y',c*x - 5*x/3 - 2,add add -2 mul div -5 3 x mul c x
271,-y*cos(x) + 2*sin(x)*y' + cos(x) = 0,add add mul mul -1 cos x y mul mul 2 y' sin x cos x,sqrt(c*sin(x)) + 1,add 1 sqrt mul c sin x
272,12*x*y^2 - y' = 0,add mul -1 y' mul mul 12 x pow y 2,-1/(c + 6*x^2),div -1 add c mul 6 pow x 2
273,e^(y)*y' - 45 = 0,add -45 mul y' exp y,ln(c + 45*x),log add c mul 45 x
274,-3*5^x*x*ln(5) - 3*5^x + y' = 0,add add mul -3 pow 5 x mul mul mul -3 x pow 5 x log 5 y',3*5^x*x + c,add c mul mul 3 x pow 5 x
275,2*x^3*y^2 + x*y' - 4*y^2 + y = 0,add add add mul -4 pow y 2 mul x y' mul mul 2 pow x 3 pow y 2 y,1/(c*x + x^3 + 4),pow add add 4 pow x 3 mul c x -1
276,e^(y + 1)*y' + 4 = 0,add 4 mul y' exp add 1 y,ln(c - 4*x) - 1,add -1 log add c mul -4 x
277,x*sin(x + 2) + x*y' - y + cos(x + 2) = 0,add add add mul -1 y mul x y' mul x sin add 2 x cos add 2 x,c*x + cos(x + 2),add mul c x cos add 2 x
278,15^x*x*ln(15) - 15^x + x*y' - y + 1 = 0,add add sub sub 1 pow 15 x y mul x y' mul mul x pow 15 x log 15,-15^x + c*x + 1,add sub 1 pow 15 x mul c x
279,x*y' - y - 12 = 0,add sub -12 y mul x y',c*x + 7*x/4 - 12,add add -12 mul div 7 4 x mul c x
280,5*x^2 - x*y' + y = 0,add add mul 5 pow x 2 mul mul -1 x y' y,x*(c + 5*x),mul x add c mul 5 x
281,y*ln(12) + y' = 0,add mul y log 12 y',c/12^x,mul c pow 12 mul -1 x
282,x*y' - y - y*sin(1) = 0,add add mul -1 y mul x y' mul mul -1 y sin 1,-x*(c*x)^sin(1),mul mul -1 x pow mul c x sin 1
283,-2*x + 4*y' - 3 = 0,add add -3 mul -2 x mul 4 y',x*(c/x + x + 3 + 2/x)/4,mul mul div 1 4 x add add add 3 x div 2 x div c x
284,x*e^(4)*y' + y*e^(4) - 1 = 0,add add -1 mul exp 4 y mul mul x y' exp 4,c/x + e^(-4),add div c x exp -4
285,-3*y^2 + 8*y' = 0,add mul -3 pow y 2 mul 8 y',-4/(c + 3*x/2),div -4 add c mul div 3 2 x
286,2*x*y' - 10*y - 5 = 0,add add -5 mul -10 y mul mul 2 x y',c*x^5 - 1/2,add div -1 2 mul c pow x 5
287,5*x*y' + 2*ln(-x) = 0,add mul 2 log mul -1 x mul mul 5 x y',c - ln(-x)^2/5,add c mul div -1 5 pow log mul -1 x 2
288,-8*x*cos(4*x^2) + y' = 0,add mul mul -8 x cos mul 4 pow x 2 y',c + sin(4*x^2),add c sin mul 4 pow x 2
289,y' + 34 = 0,add 34 y',c - 34*x,add c mul -34 x
290,x^2 - x*y' + y + 5 = 0,add add add 5 pow x 2 mul mul -1 x y' y,x*(c + x - 5/x),mul x add add c x div -5 x
291,x*y' - y - 19 = 0,add sub -19 y mul x y',c*x - 19,add -19 mul c x
292,10*cos(x) + 15*y' + 2 = 0,add add 2 mul 10 cos x mul 15 y',c - 2*x/15 - 2*sin(x)/3,add add c mul div -2 3 sin x mul div -2 15 x
293,-y*ln(6) + y' = 0,add mul mul -1 y log 6 y',6^(x - 1/8)*c,mul c pow 6 add div -1 8 x
294,x*y' - y*ln(y) - 3*y' = 0,add add mul -3 y' mul x y' mul mul -1 y log y,3^(c*(3 - x)),pow 3 mul c sub 3 x
295,x^5*y' - 4*y*ln(3) = 0,add mul pow x 5 y' mul mul -4 y log 3,3^(c - 1/x^4)/5,mul div 1 5 pow 3 sub c pow x -4
296,2*ln(x) + y' = 0,add mul 2 log x y',c - 2*x*ln(x) + 2*x,add add c mul 2 x mul mul -2 x log x
297,2*cos(2*x) + 5*y' = 0,add mul 2 cos mul 2 x mul 5 y',c - sin(2*x)/5,add c mul div -1 5 sin mul 2 x
298,x^2 - 5*x*y' + 5*y + 5 = 0,add add add 5 pow x 2 mul 5 y mul mul -5 x y',x*(c + x)/5 + 4*x - 1,add add -1 mul 4 x mul mul div 1 5 x add c x
299,-25*(x + 5)^4 + y' = 0,add mul -25 pow add 5 x 4 y',c + 5*(x + 5)^5,add c mul 5 pow add 5 x 5
300,2*5^(x/2)*x*ln(5) + 4*5^(x/2) - 3*y' = 0,add add mul -3 y' mul 4 pow 5 mul div 1 2 x mul mul mul 2 x pow 5 mul div 1 2 x log 5,4*5^(x/2)*x/3 + c,add c mul mul div 4 3 x pow 5 mul div 1 2 x
301,x + y + y' - 1 = 0,add add add -1 x y' y,c*e^(-x) - x + 2,add sub 2 x mul c exp mul -1 x
302,6*y*ln(3) + y' = 0,add mul mul 6 y log 3 y',9^(-3*x - 8)*c,mul c pow 9 add -8 mul -3 x
303,x*y' + 4*y*ln(y/x) - y = 0,add add mul -1 y mul x y' mul mul 4 y log mul pow x -1 y,3^(c/x^4)*x,mul x pow 3 mul c pow x -4
304,9*x^8 + y' - 2 = 0,add add -2 mul 9 pow x 8 y',c - x^9 + 2*x,add sub c pow x 9 mul 2 x
305,2*x^2 + 5*x*y' - 5*y = 0,add add mul -5 y mul 2 pow x 2 mul mul 5 x y',-x*(c + 4*x/5)/2,mul mul div -1 2 x add c mul div 4 5 x
306,x*ln(x - y - 3) + x*y' - x - y*ln(x - y - 3) - 3*ln(x - y - 3) = 0,add add add add mul -1 x mul -3 log sub add -3 x y mul x y' mul x log sub add -3 x y mul mul -1 y log sub add -3 x y,-2^(c*x) + x - 3,sub add -3 x pow 2 mul c x
307,sin(3)*y' + 4 = 0,add 4 mul y' sin 3,(c - 4*x)/sin(3),mul pow sin 3 -1 add c mul -4 x
308,x*y' - y*ln(y) = 0,add mul x y' mul mul -1 y log y,10^(c*x),pow 10 mul c x
309,-14*x^13*cos(x^14) + y' = 0,add mul mul -14 pow x 13 cos pow x 14 y',c + sin(x^14),add c sin pow x 14
310,x*e^(y)*y' - e^(y) + 3 = 0,add sub 3 exp y mul mul x y' exp y,ln(c*x + x + 3),log add add 3 x mul c x
311,x*cos(2)*y' - 2*y*cos(2) + 4 = 0,add add 4 mul mul -2 cos 2 y mul mul x y' cos 2,(c*x^2 + 2)/cos(2),mul pow cos 2 -1 add 2 mul c pow x 2
312,-2*x + y' + 4 = 0,add add 4 mul -2 x y',c + x*(x - 5) + x,add add c x mul x add -5 x
313,x^2*y' - 7 = 0,add -7 mul pow x 2 y',(c*x - 7)/x,mul pow x -1 add -7 mul c x
314,x*y' + 10*y - 40 = 0,add add -40 mul 10 y mul x y',c/x^10 + 4,add 4 mul c pow x -10
315,8*x^3 - x*cos(x) - sin(x) + 2*y' = 0,add add add mul -1 sin x mul 2 y' mul 8 pow x 3 mul mul -1 x cos x,c - x^4 + x*sin(x)/2,add sub c pow x 4 mul mul div 1 2 x sin x
316,x*y' + y - 7*y' = 0,add add mul -7 y' mul x y' y,c/(x - 7),div c add -7 x
317,x^4 - 9*x*y' + 27*y = 0,add add pow x 4 mul 27 y mul mul -9 x y',x^3*(c + x)/9,mul mul div 1 9 pow x 3 add c x
318,10*x - 5*y' + 3 = 0,add add 3 mul -5 y' mul 10 x,c + x^2 + 3*x/5,add add c pow x 2 mul div 3 5 x
319,x*y' - 9*x - 2*y = 0,add add mul -9 x mul -2 y mul x y',x*(c*x - 9),mul x add -9 mul c x
320,-x^x*(x + 1)^3*(ln(x) + 1) - 3*x^x*(x + 1)^2 + y' = 0,add add mul mul -3 pow x x pow add 1 x 2 mul mul mul -1 pow x x pow add 1 x 3 add 1 log x y',c + x^x*(x + 1)^3,add c mul pow x x pow add 1 x 3
321,y + 5*y' = 0,add mul 5 y' y,e^(c - x/5),exp add c mul div -1 5 x
322,x*y' - y = 0,add mul -1 y mul x y',-5/(1 + (c - x - 3)/x),div -5 add 1 mul pow x -1 sub add -3 c x
323,x*y' - y - 16*y' = 0,add add mul -1 y mul -16 y' mul x y',c*(x^2/16 - x)/x,mul div c x add mul -1 x mul div 1 16 pow x 2
324,2*x*y' + 2*y - y' = 0,add add mul -1 y' mul 2 y mul mul 2 x y',c/(1/2 - x),div c sub div 1 2 x
325,x*y' + y*sin(5) = 0,add mul x y' mul y sin 5,c/(2*x)^sin(5),mul c pow mul 2 x mul -1 sin 5
326,2*x*y' - 6*y + 3 = 0,add add 3 mul -6 y mul mul 2 x y',c*x^3 + 1/2,add div 1 2 mul c pow x 3
327,2^x*x*ln(2) - 2^x + x*y' - y - 2 = 0,add add sub sub -2 pow 2 x y mul x y' mul mul x pow 2 x log 2,-2^x + c*x - 2,add sub -2 pow 2 x mul c x
328,y*ln(cos(5)) + y' + 3*ln(cos(5)) = 0,add add mul 3 log cos 5 mul y log cos 5 y',c/cos(5)^x - 3,add -3 mul c pow cos 5 mul -1 x
329,12*x + y' - 15 = 0,add add -15 mul 12 x y',c - 6*x*(x - 3) - 3*x,add add c mul -3 x mul mul -6 x add -3 x
330,16*x^5*y' - 1 = 0,add -1 mul mul 16 pow x 5 y',c - 1/(64*x^4),add c mul div -1 64 pow x -4
331,x*y' - 30*y = 0,add mul -30 y mul x y',c*x^30,mul c pow x 30
332,x^2 - x*y' + y - 48 = 0,add add add -48 pow x 2 mul mul -1 x y' y,x*(c + x) - x + 48,add sub 48 x mul x add c x
333,x*y' + y - 25*y' = 0,add add mul -25 y' mul x y' y,c/(5 - x/5),div c add 5 mul div -1 5 x
334,x^5*ln(x^5 + y) - 5*x^5 - x*y' + y*ln(x^5 + y) = 0,add add add mul -5 pow x 5 mul pow x 5 log add pow x 5 y mul y log add pow x 5 y mul mul -1 x y',-x^5 + e^(c*x),add mul -1 pow x 5 exp mul c x
335,4*x^2 - x*y' + y + 12 = 0,add add add 12 mul 4 pow x 2 mul mul -1 x y' y,c*x + 4*x^2 - 12,add add -12 mul 4 pow x 2 mul c x
336,2*x^2 + x*y' - y = 0,add add mul -1 y mul 2 pow x 2 mul x y',c*x - 2*x^2 - x,add add mul -1 x mul -2 pow x 2 mul c x
337,x^2*y' - 5 = 0,add -5 mul pow x 2 y',(c*x - 4*x - 5)/x,mul pow x -1 add add -5 mul -4 x mul c x
338,2*x + 9*y' + 3 = 0,add add 3 mul 2 x mul 9 y',c - x^2/9 - x/3,add add c mul div -1 3 x mul div -1 9 pow x 2
339,x*y' + 10*x - y = 0,add add mul -1 y mul 10 x mul x y',x*(c + ln(x^(-10))),mul x add c log pow x -10
340,x*sin(x) + x*y' + 2*x - 2*y + 2*cos(x) = 0,add add add add mul -2 y mul 2 x mul 2 cos x mul x y' mul x sin x,c*x^2 + 2*x + cos(x),add add mul 2 x mul c pow x 2 cos x
341,y*ln(ln(2)) + 2*y' = 0,add mul 2 y' mul y log log 2,ln(2)^(c - x/2),pow log 2 add c mul div -1 2 x
342,-y*cos(x) + y' = 0,add mul mul -1 cos x y y',c*e^(sin(x)),mul c exp sin x
343,x*y' + 2*x - y = 0,add add mul -1 y mul 2 x mul x y',2*x*ln(c/x),mul mul 2 x log div c x
344,x^2*y' + 20 = 0,add 20 mul pow x 2 y',c + (20*x + 60)/(3*x),add c mul div div 1 3 x add 60 mul 20 x
345,2*5^x*ln(5) - 2*y' + 3 = 0,add add 3 mul -2 y' mul mul 2 pow 5 x log 5,5^x + c + 3*x/2,add add c pow 5 x mul div 3 2 x
346,x*y' - 2*y = 0,add mul -2 y mul x y',x*(c*x - x)/4,mul mul div 1 4 x add mul -1 x mul c x
347,60*x^2 + x*y' - y - 5 = 0,add add sub -5 y mul 60 pow x 2 mul x y',-60*x*(c + x) - 5,add -5 mul mul -60 x add c x
348,4*x + y' - 10 = 0,add add -10 mul 4 x y',c - 2*(x - 3)*(x - 2),add c mul mul -2 add -3 x add -2 x
349,-15*x^4 + y' - 1 = 0,add add -1 mul -15 pow x 4 y',c + 3*x^5 + x,add add c x mul 3 pow x 5
350,6*(2*x + sin(3) + 2)^2 + y' + 1 = 0,add add 1 mul 6 pow add add 2 mul 2 x sin 3 2 y',c - x - (2*x + sin(3) + 2)^3,sub sub c x pow add add 2 mul 2 x sin 3 3
